participant_id,cluster_id,occupation,day_surveyed,frequency_of_interaction,relationship,contact_type,total_time_contact,agecat_contact,agecat_participant,number_casual_contacts,distance_from_home,Rural
5204,52,school college university student,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,35-44y olds,10-14y olds,30+,0,Yes
5204,52,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,10-14y olds,30+,0,Yes
5204,52,school college university student,Tuesday,Daily or almost daily,Friend,Physical,>4h,10-14y olds,10-14y olds,30+,3.1,Yes
5204,52,school college university student,Tuesday,Daily or almost daily,Friend,Physical,>4h,10-14y olds,10-14y olds,30+,3.1,Yes
5204,52,school college university student,Tuesday,Daily or almost daily,Friend,Physical,>4h,15-24y olds,10-14y olds,30+,3.1,Yes
5204,52,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,10-14y olds,30+,0,Yes
5204,52,school college university student,Tuesday,Daily or almost daily,Friend,Nonphysical,15mins - <1h,10-14y olds,10-14y olds,30+,0,Yes
5206,52,agriculture,Tuesday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,25-34y olds,0-9,0,Yes
5210,52,school college university student,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,35-44y olds,15-24y olds,0-9,0,Yes
5210,52,school college university student,Tuesday,At least once a week,Friend,Physical,2h - <4h,15-24y olds,15-24y olds,0-9,3.9,Yes
5210,52,school college university student,Tuesday,At least once a week,Friend,Physical,2h - <4h,25-34y olds,15-24y olds,0-9,3.9,Yes
5210,52,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,15-24y olds,0-9,0,Yes
5210,52,school college university student,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,35-44y olds,15-24y olds,0-9,0,Yes
5212,52,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,2-4y olds,0-9,0,Yes
5212,52,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,<2y olds,2-4y olds,0-9,0,Yes
5212,52,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,2-4y olds,0-9,0,Yes
5217,52,agriculture,Tuesday,At least once a week,Friend,Nonphysical,>4h,15-24y olds,35-44y olds,0-9,4.9,Yes
5217,52,agriculture,Tuesday,At least once a week,Friend,Nonphysical,>4h,25-34y olds,35-44y olds,0-9,4.9,Yes
5217,52,agriculture,Tuesday,Daily or almost daily,Other relative,Nonphysical,>4h,45-54Y olds,35-44y olds,0-9,0,Yes
5217,52,agriculture,Tuesday,At least once a week,Friend,Nonphysical,>4h,25-34y olds,35-44y olds,0-9,4.9,Yes
5217,52,agriculture,Tuesday,Daily or almost daily,Other relative,Nonphysical,>4h,25-34y olds,35-44y olds,0-9,0,Yes
5217,52,agriculture,Tuesday,Daily or almost daily,Other relative,Nonphysical,>4h,35-44y olds,35-44y olds,0-9,0,Yes
5221,52,agriculture,Tuesday,At least once a week,Other,Nonphysical,1h - <2h,35-44y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,At least once a week,Friend,Nonphysical,1h - <2h,25-34y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,At least once a week,Other,Nonphysical,1h - <2h,55-64y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,At least once a week,Friend,Nonphysical,<15mins,25-34y olds,45-54Y olds,20 - 29,0,Yes
5221,52,agriculture,Tuesday,At least once a week,Friend,Nonphysical,1h - <2h,45-54Y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,At least once a week,Friend,Nonphysical,1h - <2h,25-34y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,At least once a week,Friend,Nonphysical,1h - <2h,45-54Y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,Daily or almost daily,Friend,Physical,>4h,45-54Y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,At least once a week,Friend,Nonphysical,1h - <2h,25-34y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,At least once a week,Other,Nonphysical,1h - <2h,35-44y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,At least once a week,Other,Nonphysical,1h - <2h,35-44y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,Daily or almost daily,Friend,Physical,>4h,25-34y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,At least once a week,Friend,Nonphysical,1h - <2h,45-54Y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,At least once a week,Friend,Physical,1h - <2h,55-64y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,At least once a week,Other,Nonphysical,1h - <2h,45-54Y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,At least once a week,Friend,Nonphysical,1h - <2h,25-34y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,At least once a week,Friend,Nonphysical,15mins - <1h,35-44y olds,45-54Y olds,20 - 29,0,Yes
5221,52,agriculture,Tuesday,At least once a week,Other,Nonphysical,1h - <2h,35-44y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,At least once a week,Other,Nonphysical,1h - <2h,35-44y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,At least once a week,Friend,Nonphysical,1h - <2h,45-54Y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,At least once a week,Friend,Nonphysical,1h - <2h,45-54Y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,At least once a week,Friend,Nonphysical,1h - <2h,35-44y olds,45-54Y olds,20 - 29,3.9,Yes
5221,52,agriculture,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,45-54Y olds,20 - 29,0,Yes
5221,52,agriculture,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,45-54Y olds,20 - 29,0,Yes
5221,52,agriculture,Tuesday,At least once a week,Friend,Nonphysical,1h - <2h,25-34y olds,45-54Y olds,20 - 29,3.9,Yes
5223,52,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,5-9y olds,Don't know,0,Yes
5223,52,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,5-9y olds,Don't know,0,Yes
5223,52,school college university student,Tuesday,Daily or almost daily,Other relative,Physical,>4h,2-4y olds,5-9y olds,Don't know,0,Yes
5223,52,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,5-9y olds,Don't know,0,Yes
5223,52,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,5-9y olds,Don't know,0,Yes
5302,53,agriculture,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,35-44y olds,Don't know,0,Yes
5302,53,agriculture,Monday,At least once a week,Friend,Nonphysical,<15mins,45-54Y olds,35-44y olds,Don't know,0,Yes
5302,53,agriculture,Monday,Daily or almost daily,Friend,Nonphysical,1h - <2h,45-54Y olds,35-44y olds,Don't know,0,Yes
5302,53,agriculture,Monday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,35-44y olds,Don't know,0,Yes
5302,53,agriculture,Monday,Daily or almost daily,Friend,Nonphysical,1h - <2h,45-54Y olds,35-44y olds,Don't know,0,Yes
5302,53,agriculture,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,35-44y olds,Don't know,0,Yes
5302,53,agriculture,Monday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,35-44y olds,Don't know,0,Yes
5302,53,agriculture,Monday,At least once a week,Friend,Nonphysical,<15mins,45-54Y olds,35-44y olds,Don't know,0,Yes
5302,53,agriculture,Monday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,35-44y olds,Don't know,0,Yes
5302,53,agriculture,Monday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,35-44y olds,Don't know,0,Yes
5306,53,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,25-34y olds,0-9,0,Yes
5306,53,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,25-34y olds,0-9,0,Yes
5306,53,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,25-34y olds,0-9,0,Yes
5306,53,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,25-34y olds,0-9,0,Yes
5306,53,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,25-34y olds,0-9,0,Yes
5306,53,housewife,Monday,Daily or almost daily,Other,Nonphysical,<15mins,25-34y olds,25-34y olds,0-9,0,Yes
5310,53,agriculture,Monday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,15-24y olds,0-9,0,Yes
5310,53,agriculture,Monday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,15-24y olds,0-9,0,Yes
5310,53,agriculture,Monday,Daily or almost daily,Friend,Nonphysical,<15mins,25-34y olds,15-24y olds,0-9,0,Yes
5310,53,agriculture,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,15-24y olds,0-9,0,Yes
5310,53,agriculture,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,15-24y olds,0-9,0,Yes
5312,53,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,2-4y olds,0-9,0,Yes
5312,53,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,2-4y olds,0-9,0,Yes
5312,53,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,2-4y olds,0-9,0,Yes
5312,53,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,2-4y olds,0-9,0,Yes
5312,53,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,2-4y olds,0-9,0,Yes
5314,53,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,<2y olds,0-9,0,Yes
5314,53,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,<2y olds,0-9,0,Yes
5314,53,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,<2y olds,0-9,0,Yes
5314,53,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,<2y olds,0-9,0,Yes
5314,53,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,<2y olds,0-9,0,Yes
5317,53,manual worker,Monday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,35-44y olds,0-9,0,Yes
5317,53,manual worker,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,35-44y olds,0-9,0,Yes
5317,53,manual worker,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,35-44y olds,0-9,0,Yes
5317,53,manual worker,Monday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,35-44y olds,0-9,0,Yes
5317,53,manual worker,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,35-44y olds,0-9,0,Yes
5317,53,manual worker,Monday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,35-44y olds,0-9,0,Yes
5317,53,manual worker,Monday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,35-44y olds,0-9,0,Yes
5320,53,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,55-64y olds,2-4y olds,0-9,0,Yes
5320,53,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,55-64y olds,2-4y olds,0-9,0,Yes
5321,53,housewife,Monday,Daily or almost daily,Friend,Physical,2h - <4h,25-34y olds,45-54Y olds,20 - 29,0,Yes
5321,53,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,45-54Y olds,20 - 29,0,Yes
5321,53,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,45-54Y olds,20 - 29,0,Yes
5321,53,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,45-54Y olds,20 - 29,0,Yes
5321,53,housewife,Monday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,45-54Y olds,20 - 29,0,Yes
5402,54,agriculture,Thursday,Daily or almost daily,Other relative,Physical,>4h,2-4y olds,45-54Y olds,0-9,0,Yes
5402,54,agriculture,Thursday,Daily or almost daily,Other relative,Nonphysical,2h - <4h,35-44y olds,45-54Y olds,0-9,0,Yes
5402,54,agriculture,Thursday,At least once a week,Other relative,Nonphysical,15mins - <1h,25-34y olds,45-54Y olds,0-9,0,Yes
5402,54,agriculture,Thursday,Daily or almost daily,Other,Nonphysical,15mins - <1h,25-34y olds,45-54Y olds,0-9,0,Yes
5402,54,agriculture,Thursday,Daily or almost daily,Household member,Nonphysical,>4h,25-34y olds,45-54Y olds,0-9,0,Yes
5406,54,agriculture,Thursday,Daily or almost daily,Household member,Physical,2h - <4h,5-9y olds,25-34y olds,0-9,0,Yes
5406,54,agriculture,Thursday,Daily or almost daily,Household member,Physical,2h - <4h,5-9y olds,25-34y olds,0-9,0,Yes
5406,54,agriculture,Thursday,At least once a week,Friend,Physical,1h - <2h,25-34y olds,25-34y olds,0-9,0,Yes
5406,54,agriculture,Thursday,Daily or almost daily,Other,Nonphysical,<15mins,25-34y olds,25-34y olds,0-9,0,Yes
5406,54,agriculture,Thursday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,25-34y olds,0-9,0,Yes
5410,54,agriculture,Thursday,At least once a week,Friend,Nonphysical,<15mins,25-34y olds,25-34y olds,0-9,1.3,Yes
5410,54,agriculture,Thursday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,25-34y olds,0-9,0,Yes
5410,54,agriculture,Thursday,Daily or almost daily,Household member,Physical,>4h,<2y olds,25-34y olds,0-9,0,Yes
5410,54,agriculture,Thursday,Daily or almost daily,Other,Physical,1h - <2h,15-24y olds,25-34y olds,0-9,0,Yes
5410,54,agriculture,Thursday,Daily or almost daily,Other relative,Physical,2h - <4h,45-54Y olds,25-34y olds,0-9,0,Yes
5410,54,agriculture,Thursday,At least once a week,Other,Physical,<15mins,25-34y olds,25-34y olds,0-9,1.3,Yes
5413,54,school college university student,Thursday,At least once a month,Other relative,Nonphysical,1h - <2h,25-34y olds,5-9y olds,Don't know,0,Yes
5413,54,school college university student,Thursday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,5-9y olds,Don't know,0,Yes
5413,54,school college university student,Thursday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,10-14y olds,5-9y olds,Don't know,0,Yes
5413,54,school college university student,Thursday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,0,Yes
5413,54,school college university student,Thursday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,0,Yes
5413,54,school college university student,Thursday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,5-9y olds,Don't know,0,Yes
5413,54,school college university student,Thursday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,5-9y olds,Don't know,0,Yes
5413,54,school college university student,Thursday,Daily or almost daily,Colleague or schoolmate,Physical,<15mins,10-14y olds,5-9y olds,Don't know,0,Yes
5413,54,school college university student,Thursday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,0,Yes
5414,54,others,Thursday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,<2y olds,Don't know,0,Yes
5414,54,others,Thursday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,<2y olds,Don't know,0,Yes
5414,54,others,Thursday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,<2y olds,Don't know,0,Yes
5414,54,others,Thursday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,<2y olds,Don't know,0,Yes
5414,54,others,Thursday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,<2y olds,Don't know,0,Yes
5414,54,others,Thursday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,<2y olds,Don't know,0,Yes
5414,54,others,Thursday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,<2y olds,Don't know,0,Yes
5414,54,others,Thursday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,<2y olds,Don't know,0,Yes
5414,54,others,Thursday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,<2y olds,Don't know,0,Yes
5417,54,manual worker,Thursday,At least once a week,Other,Nonphysical,<15mins,25-34y olds,35-44y olds,0-9,0,Yes
5417,54,manual worker,Thursday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,35-44y olds,0-9,0,Yes
5417,54,manual worker,Thursday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,35-44y olds,0-9,0,Yes
5417,54,manual worker,Thursday,Daily or almost daily,Household member,Physical,>4h,65+y olds,35-44y olds,0-9,0,Yes
5420,54,others,Thursday,At least once a week,Other,Nonphysical,15mins - <1h,25-34y olds,2-4y olds,Oct-19,0,Yes
5420,54,others,Thursday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,2-4y olds,Oct-19,0,Yes
5420,54,others,Thursday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,2-4y olds,Oct-19,0,Yes
5420,54,others,Thursday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,2-4y olds,Oct-19,0,Yes
5420,54,others,Thursday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,2-4y olds,Oct-19,0,Yes
5420,54,others,Thursday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,2-4y olds,Oct-19,0,Yes
5420,54,others,Thursday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,2-4y olds,Oct-19,0,Yes
5421,54,agriculture,Thursday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,15-24y olds,0-9,0,Yes
5421,54,agriculture,Thursday,Daily or almost daily,Friend,Nonphysical,<15mins,25-34y olds,15-24y olds,0-9,0,Yes
5421,54,agriculture,Thursday,Daily or almost daily,Household member,Nonphysical,>4h,35-44y olds,15-24y olds,0-9,0,Yes
5421,54,agriculture,Thursday,Daily or almost daily,Other,Nonphysical,<15mins,35-44y olds,15-24y olds,0-9,0,Yes
